incident_name,hacker_address,tx_type,hash,blockNumber,timeStamp,from,to,value,gas,gasPrice,gasUsed,methodId,functionName
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x3b30bf6c6a8b52a7226a1c0916d7d7dea7b0252c231b9411319535e389d136e1,12485804,1621709083,0x667ba99128e89f23ab3f053973387f7456c72ac1,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,47000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xec8b5f42dbb39bb6de8a8c6ff5a9e15750a8c762942847068472199788753dfd,12485819,1621709304,0xe0663e4ed0a53753476c28beabb7baf718ce7d55,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,53343,240000000000,46385,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xb962347c8e9b8a65d95ca575c4384cec4cd94be85345f60d3a0c8ad471c0ec98,12485829,1621709422,0xc2ef1173a4b051bbcc4474c407bbb2ac7e02e363,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x2bf65140feceac2a2c5f2dbc06a64f1fd664eb83093058b8777d9130f5e0e391,12485833,1621709513,0xe5739d32f8bc1536fc18c477354f4e2cfde21154,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,43000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x913138b90f36e019c490e31bc6fd4328e94d82173eb6294e9725d2639e92a969,12485850,1621709736,0x482f85259d8942247aaabc2b827381c4ab62b47e,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,53619,46000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x8ea3dfa41b38b1e3b64de47e7bbb0c101d984bb6f02d096939843c3da813591c,12485875,1621710075,0xb8e3785a6f54d9630609fc4fba22ea6b357f446d,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,53619,49000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xbf5f1817b35abede89cf3c998bccd6799427f2d6ea1b2eb45cdbeab54b4e86fc,12485902,1621710345,0x27ee2799b760570d4c75f22cf73b1f3b5bce377c,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,44000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x5693585d959791928ab6e8295f58d2d31726cc6b0eab8585d2b4792386837c9d,12485957,1621711128,0x26ec485239380aed81bc0d6f9366f9402f24c838,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,38500000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x10644d9194c009336344df7b1b05cb5c910ac34718e53b4c1743ae5e2f71483b,12485968,1621711359,0xc2ce5c86b22409472745f9604191886b1fe7e9a3,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,44000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xfa70e9ec863acf7732d9458fd10e4dec796860498038a8f10360cac5e821b735,12485973,1621711409,0xb8e3785a6f54d9630609fc4fba22ea6b357f446d,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39600000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xdc8e380e99ad44a9af30bd80bd77e5fde44dc0ba712800e9cd8d95c5c3fab2c9,12486004,1621711812,0xfd6786c130faba0f0daa04ac70e8a304834e0abe,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,43000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x108a84a47d1777d00040dd1de16e46fc573d4c75b996114d09faa93a7f59a2bf,12486007,1621711858,0xfa18b9047ad29f8b66b556da8e97af1b6a57e39c,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,38500000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xf0a9bae53fcce63b230fac35e84e92e7ba00118a9b10838f91188f65ad5ab093,12486023,1621712033,0x2e568582ce3d94ad0cf6f2b84c7f8d21a868686c,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,59269,46000000000,39513,0xa9059cbb,"transfer(address _to, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xecffc22157e0b0df44057784baae4c9e1ae2f1083c3f89b3986a28ffe525915d,12486029,1621712127,0x987d3bd04d9d46663408b1a3192e37a196653512,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,53619,40000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xa11553bfe52ee92a1f8fc4ea0ea26b865f5d332b7b03ae3454ea32b91f2e7eb3,12486034,1621712175,0xd6776df937bffa0473fe3d39d0f8e4fb81727935,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39600000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xa6235ce14bc2df4df193ae5d51b95515acffaa476a159428b769585757c033c0,12486040,1621712258,0x4e88ab0d9888191c1a9b48777fedd62b0037405b,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,38000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
